incident_id,date,city,area_type,drug_type,crime_type,quantity_seized_g,offender_age,offender_gender,prior_offenses,repeat_offender,arrest_made,risk_level
DC01173,2024-11-21,Kolkata,Educational Zone,Cocaine,Distribution,4.57,20,Male,2,1,1,Medium
DC03716,2024-11-22,Delhi,Nightlife District,Other Synthetic,Possession,17.54,21,Female,3,1,0,Low
DC03997,2024-11-22,Delhi,Urban Residential,Cannabis,Trafficking,61.66,14,Female,2,1,1,High
DC04583,2024-11-23,Pune,Urban Residential,Cannabis,Distribution,66.82,23,Male,1,0,1,Medium
DC02105,2024-11-23,Pune,Urban Residential,MDMA,Public Consumption,7.81,38,Male,2,1,0,Low
DC01331,2024-11-23,Hyderabad,Nightlife District,Methamphetamine,Possession,8.02,28,Male,1,0,1,Low
DC04509,2024-11-23,Hyderabad,Educational Zone,Other Synthetic,Possession,7.07,32,Male,0,0,1,Low
DC04359,2024-11-24,Hyderabad,Urban Residential,Prescription Drugs,Trafficking,73.89,35,Male,2,1,0,High
DC01623,2024-11-26,Hyderabad,Urban Residential,Cannabis,Public Consumption,32.97,30,Male,0,0,0,Low
DC03681,2024-11-26,Pune,Urban Residential,Heroin,Possession,12.56,26,Male,1,0,1,Low
DC00596,2024-11-27,Bengaluru,Commercial Zone,Methamphetamine,Distribution,17.29,27,Male,3,1,0,Medium
DC04167,2024-11-27,Mumbai,Urban Residential,Cocaine,Possession,47.86,35,Male,1,0,1,Low
DC03742,2024-11-27,Ahmedabad,Commercial Zone,Other Synthetic,Possession,24.46,17,Female,2,1,0,Low
DC00826,2024-11-28,Jaipur,Urban Residential,Cocaine,Possession,17.14,31,Male,0,0,1,Low
DC03601,2024-11-28,Mumbai,Industrial Area,Methamphetamine,Possession,2.02,35,Male,1,0,0,Low
DC04457,2024-11-28,Kolkata,Commercial Zone,Cocaine,Possession,0.75,25,Female,0,0,0,Low
DC01039,2024-11-28,Chennai,Commercial Zone,MDMA,Distribution,1.0,23,Female,2,1,0,Medium
DC01819,2024-11-28,Kolkata,Commercial Zone,Heroin,Possession,30.78,31,Male,1,0,0,Low
DC03987,2024-11-29,Chennai,Urban Residential,Methamphetamine,Possession,8.34,14,Male,1,0,0,Low
DC00243,2024-11-29,Jaipur,Nightlife District,MDMA,Distribution,23.27,21,Male,0,0,1,Low
DC01812,2024-11-30,Pune,Nightlife District,Cannabis,Possession,3.12,31,Male,2,1,0,Low
DC02531,2024-12-01,Kolkata,Urban Residential,Prescription Drugs,Possession,8.24,20,Male,1,0,0,Low
DC03616,2024-12-01,Chennai,Commercial Zone,Prescription Drugs,Possession,25.51,36,Male,2,1,1,Low
DC00298,2024-12-01,Mumbai,Industrial Area,Cocaine,Public Consumption,10.86,30,Male,1,0,1,Low
DC00178,2024-12-01,Delhi,Commercial Zone,Cannabis,Trafficking,56.67,25,Male,4,1,0,High
DC01755,2024-12-01,Lucknow,Rural/Outskirts,Cannabis,Distribution,18.06,42,Female,0,0,1,Low
DC00967,2024-12-01,Pune,Commercial Zone,Prescription Drugs,Possession,4.75,26,Male,2,1,1,Low
DC02399,2024-12-02,Kolkata,Urban Residential,Cannabis,Possession,9.2,19,Male,3,1,1,Low
DC00856,2024-12-02,Mumbai,Urban Residential,Cannabis,Distribution,153.02,28,Male,1,0,0,Medium
DC02120,2024-12-03,Jaipur,Urban Residential,Prescription Drugs,Distribution,19.55,30,Female,2,1,1,Medium
DC03156,2024-12-03,Kolkata,Urban Residential,Cannabis,Public Consumption,18.28,28,Male,1,0,1,Low
DC04921,2024-12-03,Lucknow,Educational Zone,Prescription Drugs,Public Consumption,0.95,28,Male,3,1,1,Low
DC00403,2024-12-03,Bengaluru,Urban Residential,Cocaine,Possession,3.28,22,Male,2,1,1,Low
DC04832,2024-12-04,Pune,Educational Zone,Other Synthetic,Public Consumption,3.6,53,Male,2,1,1,Low
DC02091,2024-12-05,Pune,Nightlife District,Prescription Drugs,Trafficking,56.24,45,Male,2,1,0,High
DC02277,2024-12-05,Pune,Commercial Zone,Cannabis,Distribution,26.83,36,Female,3,1,1,Medium
DC03222,2024-12-05,Mumbai,Educational Zone,Cannabis,Distribution,47.26,28,Male,0,0,0,Low
DC00841,2024-12-05,Chennai,Nightlife District,Cannabis,Trafficking,137.35,23,Male,2,1,1,High
DC02770,2024-12-06,Kolkata,Urban Residential,Cannabis,Trafficking,92.93,36,Male,2,1,0,High
DC01736,2024-12-06,Jaipur,Urban Residential,Heroin,Possession,14.5,47,Male,0,0,1,Low
DC00578,2024-12-06,Jaipur,Urban Residential,Methamphetamine,Possession,11.47,26,Male,1,0,0,Low
DC02692,2024-12-06,Hyderabad,Commercial Zone,MDMA,Public Consumption,0.5,22,Male,2,1,1,Low
DC03213,2024-12-06,Mumbai,Urban Residential,Prescription Drugs,Distribution,10.87,33,Male,2,1,1,Medium
DC02489,2024-12-07,Hyderabad,Urban Residential,Cannabis,Trafficking,94.33,22,Female,3,1,0,High
DC03309,2024-12-07,Delhi,Commercial Zone,Methamphetamine,Possession,30.16,29,Male,2,1,0,Low
DC03902,2024-12-07,Delhi,Commercial Zone,Cannabis,Distribution,21.61,39,Female,2,1,1,Medium
DC04184,2024-12-10,Delhi,Commercial Zone,Methamphetamine,Possession,24.99,35,Female,1,0,1,Low
DC00378,2024-12-10,Chennai,Industrial Area,Cannabis,Public Consumption,3.62,36,Male,2,1,1,Low
DC04897,2024-12-10,Mumbai,Nightlife District,Cannabis,Possession,20.21,14,Male,0,0,1,Low
DC03141,2024-12-10,Delhi,Educational Zone,Heroin,Possession,13.17,24,Male,1,0,0,Low
DC00113,2024-12-10,Lucknow,Nightlife District,Cocaine,Possession,4.86,35,Male,1,0,1,Low
DC02923,2024-12-10,Ahmedabad,Urban Residential,Methamphetamine,Public Consumption,26.88,14,Male,2,1,0,Low
DC00001,2024-12-10,Delhi,Industrial Area,Cannabis,Public Consumption,34.22,40,Male,0,0,1,Low
DC01329,2024-12-10,Kolkata,Commercial Zone,Heroin,Possession,1.53,33,Female,1,0,1,Low
DC03491,2024-12-10,Chennai,Educational Zone,Methamphetamine,Distribution,7.76,17,Male,1,0,0,Low
DC00859,2024-12-10,Hyderabad,Commercial Zone,Prescription Drugs,Distribution,114.04,27,Male,1,0,1,Medium
DC00679,2024-12-11,Lucknow,Industrial Area,Cannabis,Possession,34.15,15,Male,2,1,0,Low
DC01324,2024-12-11,Mumbai,Commercial Zone,Methamphetamine,Possession,15.79,48,Male,2,1,1,Low
DC02024,2024-12-11,Chennai,Industrial Area,MDMA,Possession,16.21,29,Male,1,0,0,Low
DC01163,2024-12-11,Delhi,Urban Residential,Heroin,Possession,35.04,29,Male,1,0,0,Low
DC03024,2024-12-11,Delhi,Rural/Outskirts,Cannabis,Trafficking,179.04,28,Male,2,1,0,High
DC00772,2024-12-11,Ahmedabad,Urban Residential,Cannabis,Possession,19.24,22,Female,1,0,0,Low
DC02249,2024-12-11,Hyderabad,Urban Residential,Prescription Drugs,Possession,30.39,14,Female,1,0,0,Low
DC02919,2024-12-11,Bengaluru,Industrial Area,Prescription Drugs,Public Consumption,15.78,28,Female,1,0,1,Low
DC03038,2024-12-12,Lucknow,Industrial Area,Prescription Drugs,Possession,7.22,23,Female,3,1,0,Low
DC03881,2024-12-12,Bengaluru,Nightlife District,Heroin,Possession,0.5,30,Male,0,0,0,Low
DC02762,2024-12-12,Chennai,Nightlife District,Cannabis,Possession,23.35,18,Female,0,0,0,Low
DC02104,2024-12-13,Kolkata,Urban Residential,Cannabis,Possession,40.9,25,Male,4,1,1,Medium
DC03042,2024-12-13,Lucknow,Urban Residential,Methamphetamine,Possession,1.53,36,Male,1,0,1,Low
DC02625,2024-12-13,Delhi,Industrial Area,Cocaine,Distribution,2.64,24,Male,2,1,0,Medium
DC02869,2024-12-14,Delhi,Educational Zone,Cocaine,Public Consumption,16.92,21,Male,0,0,0,Low
DC02382,2024-12-15,Ahmedabad,Urban Residential,Prescription Drugs,Public Consumption,7.92,22,Male,1,0,1,Low
DC02273,2024-12-15,Bengaluru,Rural/Outskirts,Heroin,Possession,9.2,14,Female,0,0,1,Low
DC00696,2024-12-15,Hyderabad,Nightlife District,Prescription Drugs,Possession,30.86,32,Male,0,0,0,Low
DC03923,2024-12-15,Pune,Educational Zone,Other Synthetic,Public Consumption,8.5,34,Female,1,0,0,Low
DC03771,2024-12-15,Hyderabad,Urban Residential,MDMA,Possession,7.61,24,Male,0,0,1,Low
DC04937,2024-12-15,Jaipur,Urban Residential,Cocaine,Possession,8.37,22,Male,2,1,1,Low
DC03059,2024-12-15,Chennai,Urban Residential,Prescription Drugs,Possession,32.4,25,Male,1,0,1,Low
DC00552,2024-12-16,Ahmedabad,Commercial Zone,Heroin,Public Consumption,13.37,22,Male,2,1,1,Low
DC00488,2024-12-16,Delhi,Rural/Outskirts,MDMA,Distribution,5.86,40,Male,0,0,1,Low
DC02389,2024-12-16,Kolkata,Commercial Zone,Cannabis,Public Consumption,11.5,15,Male,1,0,1,Low
DC00734,2024-12-16,Hyderabad,Rural/Outskirts,Cannabis,Distribution,62.29,25,Male,1,0,1,Medium
DC01449,2024-12-17,Lucknow,Educational Zone,Cannabis,Possession,0.5,32,Male,0,0,1,Low
DC00457,2024-12-17,Chennai,Industrial Area,Cannabis,Possession,12.44,28,Male,2,1,1,Low
DC03047,2024-12-17,Bengaluru,Urban Residential,Cocaine,Possession,53.02,19,Male,1,0,1,Low
DC00929,2024-12-17,Kolkata,Industrial Area,Cannabis,Distribution,30.93,32,Female,1,0,1,Medium
DC00971,2024-12-17,Kolkata,Nightlife District,Heroin,Possession,19.13,21,Male,3,1,0,Low
DC04514,2024-12-18,Kolkata,Nightlife District,MDMA,Possession,4.19,14,Male,0,0,1,Low
DC03466,2024-12-18,Kolkata,Educational Zone,Cannabis,Possession,4.1,25,Male,3,1,0,Low
DC01096,2024-12-18,Mumbai,Commercial Zone,Cocaine,Possession,6.51,41,Male,0,0,1,Low
DC02828,2024-12-18,Chennai,Nightlife District,Cannabis,Possession,12.18,31,Male,0,0,1,Low
DC04028,2024-12-18,Mumbai,Urban Residential,MDMA,Possession,7.95,38,Male,1,0,1,Low
DC03702,2024-12-18,Kolkata,Educational Zone,MDMA,Public Consumption,7.96,30,Female,2,1,1,Low
DC03798,2024-12-18,Mumbai,Commercial Zone,Prescription Drugs,Possession,36.38,35,Male,1,0,1,Low
DC04076,2024-12-19,Hyderabad,Nightlife District,Cannabis,Possession,3.62,25,Male,3,1,0,Low
DC03538,2024-12-20,Delhi,Rural/Outskirts,Heroin,Possession,28.93,38,Female,1,0,0,Low
DC04466,2024-12-20,Delhi,Nightlife District,Cannabis,Possession,45.55,29,Male,1,0,1,Low
DC02557,2024-12-21,Hyderabad,Educational Zone,Other Synthetic,Possession,1.97,29,Male,0,0,1,Low
DC03614,2024-12-21,Ahmedabad,Commercial Zone,Methamphetamine,Public Consumption,1.78,20,Male,0,0,0,Low
DC00333,2024-12-22,Chennai,Commercial Zone,Cannabis,Possession,41.35,33,Male,0,0,0,Low
DC03285,2024-12-23,Bengaluru,Commercial Zone,Methamphetamine,Possession,3.88,33,Female,0,0,1,Low
DC02405,2024-12-24,Kolkata,Urban Residential,Methamphetamine,Possession,0.5,32,Female,3,1,1,Low
DC02593,2024-12-24,Hyderabad,Nightlife District,Other Synthetic,Possession,24.64,39,Male,1,0,1,Low
DC03354,2024-12-24,Bengaluru,Industrial Area,Prescription Drugs,Trafficking,91.7,45,Male,3,1,1,High
DC03250,2024-12-24,Kolkata,Educational Zone,Cannabis,Distribution,134.86,14,Male,2,1,1,High
DC02578,2024-12-24,Hyderabad,Educational Zone,Heroin,Possession,72.95,41,Male,5,1,1,Medium
DC00751,2024-12-25,Mumbai,Urban Residential,Cannabis,Possession,43.47,21,Male,0,0,0,Low
DC02860,2024-12-25,Mumbai,Commercial Zone,Prescription Drugs,Possession,18.56,14,Male,1,0,0,Low
DC01586,2024-12-25,Mumbai,Urban Residential,Heroin,Public Consumption,10.2,28,Female,0,0,1,Low
DC02287,2024-12-25,Lucknow,Industrial Area,Methamphetamine,Public Consumption,2.98,20,Male,1,0,0,Low
DC03482,2024-12-26,Hyderabad,Urban Residential,Cannabis,Possession,20.79,20,Male,0,0,0,Low
DC03056,2024-12-26,Lucknow,Nightlife District,MDMA,Possession,9.15,18,Male,0,0,1,Low
DC04187,2024-12-26,Mumbai,Commercial Zone,Heroin,Possession,4.99,40,Male,2,1,1,Low
DC03507,2024-12-26,Lucknow,Educational Zone,Heroin,Possession,16.81,28,Male,0,0,0,Low
DC03489,2024-12-27,Chennai,Urban Residential,Cannabis,Possession,143.84,16,Female,0,0,0,Low
DC04407,2024-12-27,Lucknow,Urban Residential,Prescription Drugs,Possession,8.63,33,Male,2,1,1,Low
DC02667,2024-12-27,Mumbai,Commercial Zone,Cannabis,Possession,54.34,40,Female,1,0,1,Low
DC04631,2024-12-28,Mumbai,Industrial Area,Methamphetamine,Possession,12.77,27,Male,1,0,1,Low
DC01690,2024-12-28,Pune,Urban Residential,Prescription Drugs,Public Consumption,1.01,35,Female,2,1,0,Low
DC01119,2024-12-28,Delhi,Urban Residential,MDMA,Public Consumption,1.16,39,Female,3,1,0,Low
DC04704,2024-12-28,Hyderabad,Industrial Area,Heroin,Public Consumption,0.5,19,Male,5,1,1,Medium
DC01428,2024-12-28,Lucknow,Urban Residential,Cannabis,Possession,11.54,27,Male,2,1,1,Low
DC00013,2024-12-28,Ahmedabad,Commercial Zone,Cannabis,Trafficking,60.78,28,Female,2,1,1,High
DC00346,2024-12-28,Kolkata,Rural/Outskirts,Prescription Drugs,Possession,6.39,31,Male,1,0,1,Low
DC00752,2024-12-29,Lucknow,Industrial Area,Cannabis,Possession,87.7,41,Male,1,0,1,Low
DC03890,2024-12-29,Delhi,Urban Residential,Cocaine,Public Consumption,18.51,14,Male,1,0,1,Low
DC00765,2024-12-29,Chennai,Urban Residential,MDMA,Possession,24.17,29,Male,1,0,1,Low
DC03949,2024-12-29,Mumbai,Nightlife District,Heroin,Public Consumption,0.5,14,Male,1,0,0,Low
DC04334,2024-12-30,Kolkata,Urban Residential,Cannabis,Distribution,41.43,25,Male,0,0,1,Low
DC00474,2024-12-30,Jaipur,Educational Zone,MDMA,Possession,26.19,36,Female,2,1,1,Low
DC02540,2024-12-30,Pune,Urban Residential,Cannabis,Possession,32.42,14,Male,0,0,0,Low
DC00002,2024-12-30,Lucknow,Urban Residential,Cannabis,Public Consumption,2.95,20,Male,1,0,1,Low
DC01215,2024-12-30,Kolkata,Commercial Zone,Cannabis,Public Consumption,24.41,43,Male,1,0,0,Low
DC04829,2024-12-31,Delhi,Urban Residential,Heroin,Possession,23.25,31,Male,3,1,0,Low
DC03920,2024-12-31,Ahmedabad,Urban Residential,MDMA,Public Consumption,4.68,29,Male,0,0,0,Low
DC01302,2024-12-31,Lucknow,Urban Residential,Prescription Drugs,Distribution,122.09,31,Male,0,0,0,Medium
DC03645,2024-12-31,Pune,Rural/Outskirts,MDMA,Possession,0.5,29,Male,5,1,1,Medium
DC01273,2024-12-31,Pune,Urban Residential,Methamphetamine,Possession,8.54,22,Male,0,0,1,Low
DC00974,2025-01-01,Mumbai,Educational Zone,MDMA,Distribution,2.58,44,Male,1,0,1,Low
DC03133,2025-01-01,Lucknow,Commercial Zone,Prescription Drugs,Possession,24.44,35,Male,1,0,1,Low
DC01551,2025-01-01,Lucknow,Commercial Zone,Methamphetamine,Possession,6.59,35,Male,1,0,1,Low
DC02782,2025-01-01,Ahmedabad,Nightlife District,Methamphetamine,Possession,2.23,35,Male,2,1,0,Low
DC00955,2025-01-01,Bengaluru,Industrial Area,Cannabis,Trafficking,62.58,33,Male,1,0,1,Medium
DC01088,2025-01-01,Mumbai,Nightlife District,Prescription Drugs,Possession,0.98,26,Male,3,1,0,Low
DC01117,2025-01-02,Chennai,Commercial Zone,Other Synthetic,Possession,9.31,33,Female,0,0,1,Low
DC01823,2025-01-02,Kolkata,Commercial Zone,Heroin,Distribution,11.5,32,Male,0,0,1,Low
DC03256,2025-01-02,Mumbai,Educational Zone,Cannabis,Possession,19.31,40,Male,1,0,0,Low
DC01030,2025-01-03,Ahmedabad,Urban Residential,Cannabis,Possession,16.15,32,Male,0,0,0,Low
DC04388,2025-01-03,Chennai,Rural/Outskirts,Cannabis,Possession,33.88,20,Male,2,1,1,Low
DC00297,2025-01-03,Pune,Nightlife District,Cocaine,Possession,7.85,35,Male,0,0,0,Low
DC02682,2025-01-03,Ahmedabad,Nightlife District,Cannabis,Possession,32.57,22,Male,2,1,1,Low
DC00572,2025-01-04,Pune,Rural/Outskirts,Cannabis,Trafficking,81.59,41,Female,1,0,1,Medium
DC02783,2025-01-04,Lucknow,Urban Residential,Cannabis,Possession,12.12,36,Male,2,1,1,Low
DC00874,2025-01-04,Bengaluru,Industrial Area,Cannabis,Trafficking,71.67,19,Male,3,1,1,High
DC03140,2025-01-04,Chennai,Educational Zone,MDMA,Distribution,9.35,32,Male,1,0,1,Low
DC03835,2025-01-05,Bengaluru,Educational Zone,Prescription Drugs,Distribution,26.51,32,Female,4,1,1,Medium
DC03820,2025-01-05,Bengaluru,Commercial Zone,Cannabis,Public Consumption,22.35,32,Female,0,0,0,Low
DC02219,2025-01-05,Jaipur,Commercial Zone,Cannabis,Public Consumption,2.92,16,Male,2,1,1,Low
DC02795,2025-01-05,Bengaluru,Commercial Zone,Heroin,Possession,9.23,35,Male,0,0,1,Low
DC03882,2025-01-05,Pune,Commercial Zone,Prescription Drugs,Possession,11.81,19,Male,1,0,1,Low
DC03869,2025-01-05,Kolkata,Nightlife District,Prescription Drugs,Possession,20.61,39,Male,1,0,0,Low
DC02794,2025-01-05,Delhi,Industrial Area,Cannabis,Trafficking,113.89,20,Male,1,0,0,High
DC04409,2025-01-05,Delhi,Rural/Outskirts,MDMA,Possession,3.8,29,Female,1,0,1,Low
DC04841,2025-01-05,Lucknow,Industrial Area,Cocaine,Possession,2.06,45,Male,1,0,1,Low
DC00661,2025-01-06,Delhi,Nightlife District,MDMA,Public Consumption,0.79,36,Male,2,1,0,Low
DC01674,2025-01-06,Ahmedabad,Urban Residential,Cannabis,Possession,43.36,27,Female,0,0,1,Low
DC00451,2025-01-06,Pune,Industrial Area,Cannabis,Distribution,25.75,32,Male,1,0,1,Medium
DC01534,2025-01-07,Delhi,Urban Residential,Other Synthetic,Public Consumption,9.45,19,Female,4,1,1,Medium
DC01897,2025-01-07,Kolkata,Commercial Zone,Cannabis,Possession,33.01,32,Male,3,1,1,Medium
DC02344,2025-01-07,Delhi,Industrial Area,Heroin,Public Consumption,14.2,16,Male,1,0,0,Low
DC02288,2025-01-07,Delhi,Urban Residential,Cannabis,Possession,22.41,39,Male,2,1,0,Low
DC03377,2025-01-08,Pune,Commercial Zone,Prescription Drugs,Public Consumption,7.44,37,Male,1,0,0,Low
DC03444,2025-01-08,Lucknow,Commercial Zone,Cannabis,Distribution,15.05,30,Male,1,0,1,Medium
DC02198,2025-01-08,Ahmedabad,Nightlife District,Prescription Drugs,Distribution,15.92,23,Male,2,1,1,Medium
DC04587,2025-01-08,Delhi,Urban Residential,Cannabis,Trafficking,109.83,33,Male,4,1,0,High
DC00382,2025-01-08,Kolkata,Industrial Area,Cannabis,Trafficking,61.51,31,Male,2,1,1,High
DC03352,2025-01-08,Bengaluru,Educational Zone,Other Synthetic,Possession,0.5,16,Male,0,0,0,Low
DC01954,2025-01-08,Pune,Urban Residential,Other Synthetic,Possession,17.24,30,Male,2,1,1,Low
DC00540,2025-01-09,Mumbai,Commercial Zone,Prescription Drugs,Possession,10.37,35,Male,1,0,1,Low
DC00066,2025-01-09,Hyderabad,Urban Residential,Prescription Drugs,Possession,5.99,14,Male,1,0,1,Low
DC03808,2025-01-09,Delhi,Nightlife District,Cannabis,Possession,60.48,26,Male,1,0,1,Low
DC04785,2025-01-09,Bengaluru,Industrial Area,MDMA,Possession,0.5,29,Male,1,0,1,Low
DC02419,2025-01-10,Chennai,Commercial Zone,Cannabis,Possession,8.48,28,Male,1,0,0,Low
DC02514,2025-01-10,Bengaluru,Nightlife District,MDMA,Public Consumption,20.42,55,Male,2,1,0,Low
DC00590,2025-01-10,Mumbai,Urban Residential,Other Synthetic,Distribution,17.72,27,Male,0,0,1,Low
DC03613,2025-01-10,Delhi,Nightlife District,Cannabis,Public Consumption,5.73,31,Male,1,0,1,Low
DC00990,2025-01-10,Ahmedabad,Urban Residential,Cannabis,Possession,20.43,34,Male,2,1,0,Low
DC01263,2025-01-11,Delhi,Nightlife District,Prescription Drugs,Possession,24.98,33,Male,0,0,0,Low
DC03109,2025-01-11,Hyderabad,Industrial Area,Cocaine,Possession,17.31,28,Male,1,0,1,Low
DC04546,2025-01-11,Ahmedabad,Commercial Zone,Prescription Drugs,Trafficking,62.45,34,Male,1,0,0,Medium
DC02805,2025-01-12,Hyderabad,Educational Zone,Heroin,Possession,9.14,24,Male,1,0,1,Low
DC00406,2025-01-12,Jaipur,Rural/Outskirts,Methamphetamine,Possession,1.25,22,Male,0,0,1,Low
DC03661,2025-01-12,Bengaluru,Urban Residential,Cocaine,Public Consumption,14.43,35,Female,0,0,1,Low
DC00937,2025-01-12,Chennai,Urban Residential,Cannabis,Distribution,10.14,48,Male,1,0,1,Medium
DC04701,2025-01-13,Delhi,Urban Residential,Cannabis,Possession,58.71,20,Male,0,0,0,Low
DC01426,2025-01-13,Lucknow,Urban Residential,MDMA,Distribution,3.78,28,Male,0,0,0,Low
DC00057,2025-01-13,Chennai,Urban Residential,Cocaine,Public Consumption,29.98,15,Male,2,1,0,Low
DC04059,2025-01-14,Jaipur,Educational Zone,MDMA,Public Consumption,17.81,22,Male,1,0,1,Low
DC02078,2025-01-14,Bengaluru,Urban Residential,Prescription Drugs,Public Consumption,35.02,46,Male,3,1,1,Medium
DC03990,2025-01-14,Jaipur,Urban Residential,Cannabis,Public Consumption,1.78,44,Male,0,0,0,Low
DC03911,2025-01-14,Chennai,Urban Residential,Other Synthetic,Public Consumption,36.89,21,Male,0,0,0,Low
DC04633,2025-01-14,Ahmedabad,Urban Residential,MDMA,Public Consumption,3.62,43,Male,1,0,0,Low
DC01684,2025-01-14,Ahmedabad,Commercial Zone,Heroin,Possession,2.68,32,Male,2,1,1,Low
DC04392,2025-01-15,Hyderabad,Commercial Zone,Methamphetamine,Possession,4.15,29,Male,0,0,1,Low
DC03612,2025-01-15,Mumbai,Urban Residential,Cannabis,Distribution,97.45,35,Male,3,1,1,High
DC02858,2025-01-16,Chennai,Urban Residential,Cannabis,Public Consumption,25.39,31,Female,0,0,0,Low
DC03356,2025-01-16,Chennai,Educational Zone,Methamphetamine,Possession,1.08,45,Male,2,1,0,Low
DC00222,2025-01-16,Hyderabad,Rural/Outskirts,Heroin,Possession,4.83,36,Male,2,1,1,Low
DC04302,2025-01-16,Lucknow,Rural/Outskirts,Cocaine,Public Consumption,34.61,23,Male,0,0,1,Low
DC02947,2025-01-17,Bengaluru,Urban Residential,Heroin,Public Consumption,1.91,44,Male,1,0,0,Low
DC03167,2025-01-17,Jaipur,Nightlife District,Methamphetamine,Public Consumption,7.23,27,Male,0,0,1,Low
DC04498,2025-01-17,Mumbai,Urban Residential,Prescription Drugs,Possession,21.1,34,Male,0,0,1,Low
DC01524,2025-01-18,Chennai,Industrial Area,Cannabis,Possession,15.27,31,Male,2,1,1,Low
DC00356,2025-01-18,Kolkata,Commercial Zone,MDMA,Distribution,5.64,26,Male,0,0,0,Low
DC03473,2025-01-18,Hyderabad,Urban Residential,Cannabis,Possession,43.95,30,Male,0,0,1,Low
DC00911,2025-01-18,Hyderabad,Industrial Area,Cannabis,Possession,73.2,29,Male,1,0,1,Low
DC01355,2025-01-19,Bengaluru,Urban Residential,Cannabis,Distribution,53.08,22,Male,0,0,0,Medium
DC02293,2025-01-19,Mumbai,Commercial Zone,Methamphetamine,Possession,40.71,45,Male,0,0,1,Low
DC00763,2025-01-19,Delhi,Industrial Area,Cocaine,Possession,11.07,25,Female,1,0,0,Low
DC01780,2025-01-20,Ahmedabad,Urban Residential,Prescription Drugs,Possession,14.05,25,Male,0,0,1,Low
DC04126,2025-01-20,Kolkata,Industrial Area,Cannabis,Possession,7.2,23,Male,1,0,1,Low
DC00798,2025-01-20,Hyderabad,Nightlife District,Prescription Drugs,Public Consumption,28.13,18,Male,2,1,1,Low
DC01162,2025-01-20,Mumbai,Nightlife District,Prescription Drugs,Distribution,8.54,31,Male,1,0,1,Low
DC01987,2025-01-21,Pune,Commercial Zone,Cannabis,Distribution,52.78,25,Male,0,0,0,Medium
DC01957,2025-01-21,Kolkata,Rural/Outskirts,Prescription Drugs,Possession,15.69,14,Male,1,0,0,Low
DC04547,2025-01-21,Chennai,Commercial Zone,Cocaine,Possession,2.22,16,Male,1,0,0,Low
DC04397,2025-01-21,Delhi,Nightlife District,Cocaine,Possession,9.74,19,Male,2,1,0,Low
DC00945,2025-01-21,Mumbai,Industrial Area,Cannabis,Possession,9.81,14,Male,2,1,1,Low
DC00670,2025-01-21,Delhi,Urban Residential,Cannabis,Public Consumption,21.31,36,Male,0,0,1,Low
DC04680,2025-01-21,Kolkata,Commercial Zone,Cocaine,Possession,8.66,17,Male,0,0,0,Low
DC04741,2025-01-22,Pune,Commercial Zone,Other Synthetic,Possession,3.65,42,Male,1,0,0,Low
DC04276,2025-01-23,Hyderabad,Urban Residential,Cocaine,Possession,23.2,15,Male,0,0,1,Low
DC04518,2025-01-23,Jaipur,Rural/Outskirts,MDMA,Possession,16.24,28,Male,1,0,1,Low
DC04403,2025-01-23,Delhi,Urban Residential,Prescription Drugs,Distribution,54.89,45,Male,2,1,0,Medium
DC03734,2025-01-23,Bengaluru,Commercial Zone,Other Synthetic,Possession,5.78,22,Male,1,0,1,Low
DC01704,2025-01-23,Bengaluru,Urban Residential,Cannabis,Possession,9.85,29,Male,0,0,0,Low
DC02710,2025-01-24,Delhi,Urban Residential,Cannabis,Trafficking,220.03,37,Male,3,1,1,High
DC04173,2025-01-24,Bengaluru,Urban Residential,Cannabis,Possession,104.09,37,Male,2,1,0,Medium
DC00580,2025-01-24,Delhi,Urban Residential,Methamphetamine,Public Consumption,10.47,29,Male,0,0,1,Low
DC03101,2025-01-24,Chennai,Nightlife District,Cannabis,Distribution,76.58,43,Male,5,1,0,High
DC03588,2025-01-25,Pune,Industrial Area,Cannabis,Possession,41.85,26,Male,1,0,1,Low
DC01166,2025-01-26,Ahmedabad,Industrial Area,Cannabis,Public Consumption,4.64,15,Male,3,1,0,Low
DC03172,2025-01-27,Delhi,Nightlife District,Cannabis,Possession,15.01,25,Male,1,0,0,Low
DC04508,2025-01-27,Chennai,Nightlife District,MDMA,Public Consumption,0.5,46,Male,1,0,0,Low
DC01311,2025-01-27,Chennai,Industrial Area,Other Synthetic,Possession,0.5,28,Male,0,0,1,Low
DC01097,2025-01-27,Mumbai,Rural/Outskirts,Cannabis,Trafficking,53.59,19,Male,2,1,1,High
DC01365,2025-01-27,Pune,Industrial Area,Prescription Drugs,Possession,20.56,22,Male,2,1,0,Low
DC03512,2025-01-28,Chennai,Urban Residential,Other Synthetic,Possession,7.39,32,Male,3,1,0,Low
DC01594,2025-01-29,Mumbai,Nightlife District,Cannabis,Possession,25.07,25,Male,0,0,1,Low
DC02572,2025-01-29,Jaipur,Educational Zone,Heroin,Public Consumption,23.59,16,Male,0,0,1,Low
DC00306,2025-01-29,Lucknow,Educational Zone,Other Synthetic,Public Consumption,2.39,16,Male,1,0,0,Low
DC03975,2025-01-29,Delhi,Commercial Zone,Cannabis,Possession,52.08,21,Male,0,0,1,Low
DC02879,2025-01-30,Hyderabad,Industrial Area,Methamphetamine,Possession,6.77,31,Male,0,0,1,Low
